SequenceName	ClusterNumber
hCoV_19_USA_WA_S31_2020_EPI_ISL_417084	27
hCoV_19_USA_WA_S29_2020_EPI_ISL_417082	27
hCoV_19_USA_WA_S28_2020_EPI_ISL_417081	27
hCoV_19_USA_WA_S26_2020_EPI_ISL_417079	27
hCoV_19_USA_WA_S24_2020_EPI_ISL_417077	27
hCoV_19_USA_WA_S21_2020_EPI_ISL_417074	27
hCoV_19_USA_WA_S20_2020_EPI_ISL_417073	27
hCoV_19_USA_WA_S19_2020_EPI_ISL_417072	27
hCoV_19_USA_WA_S18_2020_EPI_ISL_417071	27
hCoV_19_USA_WA_S17_2020_EPI_ISL_417070	27
hCoV_19_USA_WA_S16_2020_EPI_ISL_417069	27
hCoV_19_USA_WA_S15_2020_EPI_ISL_417068	27
hCoV_19_USA_WA_S13_2020_EPI_ISL_417066	27
hCoV_19_USA_WA_S12_2020_EPI_ISL_417065	27
hCoV_19_USA_WA_S122_2020_EPI_ISL_417175	27
hCoV_19_USA_WA_S121_2020_EPI_ISL_417174	27
hCoV_19_USA_WA_S119_2020_EPI_ISL_417172	27
hCoV_19_USA_WA_S118_2020_EPI_ISL_417171	27
hCoV_19_USA_WA_S117_2020_EPI_ISL_417170	27
hCoV_19_USA_WA_S116_2020_EPI_ISL_417169	27
hCoV_19_USA_WA_S115_2020_EPI_ISL_417168	27
hCoV_19_USA_WA_S114_2020_EPI_ISL_417167	27
hCoV_19_USA_WA_S113_2020_EPI_ISL_417166	27
hCoV_19_USA_WA_S112_2020_EPI_ISL_417165	27
hCoV_19_USA_WA_S111_2020_EPI_ISL_417164	27
hCoV_19_USA_WA_S10_2020_EPI_ISL_416465	27
hCoV_19_USA_WA_S109_2020_EPI_ISL_417162	27
hCoV_19_USA_WA_S108_2020_EPI_ISL_417161	27
hCoV_19_USA_WA_S107_2020_EPI_ISL_417160	27
hCoV_19_USA_WA_S105_2020_EPI_ISL_417158	27
hCoV_19_USA_WA_S104_2020_EPI_ISL_417157	27
hCoV_19_USA_WA_S103_2020_EPI_ISL_417156	27
hCoV_19_USA_WA_S102_2020_EPI_ISL_417155	27
hCoV_19_USA_WA_S101_2020_EPI_ISL_417154	27
hCoV_19_USA_WA_S100_2020_EPI_ISL_417153	27
hCoV_19_USA_WA4_UW2_2020_EPI_ISL_413455	27
hCoV_19_USA_WA18_UW14_2020_EPI_ISL_413653	27
hCoV_19_USA_WA17_UW13_2020_EPI_ISL_413652	27
hCoV_19_USA_WA16_UW12_2020_EPI_ISL_413651	27
hCoV_19_USA_WA15_UW11_2020_EPI_ISL_413650	27
hCoV_19_USA_WA14_UW10_2020_EPI_ISL_413649	27
hCoV_19_USA_WA13_UW9_2020_EPI_ISL_413601	27
hCoV_19_USA_WA12_UW8_2020_EPI_ISL_413563	27
hCoV_19_USA_WA11_UW7_2020_EPI_ISL_413562	27
hCoV_19_USA_UPHL_04_2020_EPI_ISL_415542	27
hCoV_19_USA_UPHL_03_2020_EPI_ISL_415541	27
hCoV_19_USA_CT_Yale_010_2020_EPI_ISL_416424	27
hCoV_19_USA_CT_Yale_005_2020_EPI_ISL_416419	27
hCoV_19_USA_CT_Yale_003_2020_EPI_ISL_416418	27
hCoV_19_USA_CT_Yale_002_2020_EPI_ISL_416417	27
hCoV_19_Canada_BC_83163_2020_EPI_ISL_415589	27
hCoV_19_Canada_BC_64686_2020_EPI_ISL_415586	27
hCoV_19_Australia_VIC08_2020_EPI_ISL_416514	27
hCoV_19_Australia_VIC05_2020_EPI_ISL_416413	27
hCoV_19_Australia_QLDID919_2020_EPI_ISL_417031	27
BetaCoV_USA_WA_S2_2020_EPI_ISL_413456	27
BetaCoV_USA_WA9_UW6_2020_EPI_ISL_413487	27
BetaCoV_USA_WA8_UW5_2020_EPI_ISL_413486	27
BetaCoV_USA_WA7_UW4_2020_EPI_ISL_413458	27
BetaCoV_USA_WA6_UW3_2020_EPI_ISL_413457	27
BetaCoVUSA_WA2_2020_EPI_ISL_412970	27
hCoV_19_USA_CT_Yale_001_2020_EPI_ISL_416416	27
hCoV_19_South_Korea_KUMC06_2020_EPI_ISL_413516	27
hCoV_19_South_Korea_KUMC05_2020_EPI_ISL_413515	27
hCoV_19_South_Korea_KUMC04_2020_EPI_ISL_413514	27
hCoV_19_South_Korea_KUMC03_2020_EPI_ISL_413513	27
hCoV_19_Singapore_14_2020_EPI_ISL_414380	27
hCoV_19_Shandong_LY008_2020_EPI_ISL_414941	27
hCoV_19_Shandong_LY007_2020_EPI_ISL_414940	27
hCoV_19_Shandong_LY006_2020_EPI_ISL_414939	27
hCoV_19_Shandong_LY005_2020_EPI_ISL_414938	27
hCoV_19_Netherlands_Utrecht_1364066_2020_EPI_ISL_413590	27
hCoV_19_Netherlands_Oisterwijk_1364072_2020_EPI_ISL_413580	27
hCoV_19_Malaysia_MKAK_CL_2020_6430_2020_EPI_ISL_416886	27
hCoV_19_Malaysia_MKAK_CL_2020_5096_2020_EPI_ISL_416885	27
hCoV_19_Ireland_COR_20134_2020_EPI_ISL_414487	27
hCoV_19_Hangzhou_ZJU_08_2020_EPI_ISL_416473	27
hCoV_19_Hangzhou_ZJU_05_2020_EPI_ISL_415711	27
hCoV_19_Hangzhou_ZJU_04_2020_EPI_ISL_416046	27
hCoV_19_Guangzhou_GZMU0031_2020_EPI_ISL_414687	27
hCoV_19_Guangdong_ZS_S6_P0060_2020_EPI_ISL_413900	27
hCoV_19_Guangdong_GDSZ202013_P0014_2020_EPI_ISL_413865	27
hCoV_19_Guangdong_GDSZ202009_P0032_2020_EPI_ISL_413881	27
hCoV_19_Guangdong_GDFS2020056_P0044_2020_EPI_ISL_413876	27
hCoV_19_Guangdong_GD2020241_P0013_2020_EPI_ISL_413877	27
hCoV_19_Germany_BavPat3_2020_EPI_ISL_414521	27
hCoV_19_England_20102000906_2020_EPI_ISL_415148	27
hCoV_19_England_200690756_2020_EPI_ISL_414044	27
hCoV_19_England_200690306_2020_EPI_ISL_414043	27
hCoV_19_England_200690300_2020_EPI_ISL_414042	27
hCoV_19_England_200690245_2020_EPI_ISL_414041	27
hCoV_19_England_200641094_2020_EPI_ISL_414040	27
hCoV_19_China_WF0029_2020_EPI_ISL_413809	27
hCoV_19_China_WF0023_2020_EPI_ISL_413752	27
hCoV_19_China_WF0021_2020_EPI_ISL_413751	27
hCoV_19_China_WF0019_2020_EPI_ISL_413749	27
hCoV_19_China_WF0017_2020_EPI_ISL_413747	27
hCoV_19_China_WF0014_2020_EPI_ISL_413711	27
hCoV_19_China_WF0006_2020_EPI_ISL_413695	27
hCoV_19_China_Shanghai_SH0119_EPI_ISL_416404	27
hCoV_19_China_Shanghai_SH0115_EPI_ISL_416402	27
hCoV_19_China_Shanghai_SH0074_EPI_ISL_416377	27
hCoV_19_China_Shanghai_SH0073_EPI_ISL_416376	27
hCoV_19_China_Shanghai_SH0069_EPI_ISL_416372	27
hCoV_19_China_Shanghai_SH0065_EPI_ISL_416368	27
hCoV_19_China_Shanghai_SH0043_EPI_ISL_416352	27
hCoV_19_China_Shanghai_SH0024_EPI_ISL_416333	27
hCoV_19_China_Shanghai_SH0021_EPI_ISL_416330	27
hCoV_19_China_Shanghai_SH0013_EPI_ISL_416326	27
hCoV_19_China_Shanghai_SH0010_EPI_ISL_416323	27
hCoV_19_China_Shanghai_SH0009_EPI_ISL_416322	27
hCoV_19_China_Shanghai_SH0005_EPI_ISL_416319	27
hCoV_19_China_Shanghai_SH0004_EPI_ISL_416318	27
hCoV_19_China_Shanghai_SH0002_EPI_ISL_416316	27
hCoV_19_China_GDSZ202015_P0019_2020_EPI_ISL_413867	27
hCoV_19_China_GDSZ202008_P0020_2020_EPI_ISL_413866	27
hCoV_19_China_2020XN4475_P0042_2020_EPI_ISL_413854	27
hCoV_19_China_2020XN4459_P0041_2020_EPI_ISL_413858	27
hCoV_19_China_2020XN4433_P0040_2020_EPI_ISL_413852	27
hCoV_19_China_2020XN4276_P0037_2020_EPI_ISL_413859	27
hCoV_19_China_2020XN4273_P0036_2020_EPI_ISL_413860	27
hCoV_19_China_2020XN4243_P0035_2020_EPI_ISL_413853	27
hCoV_19_Canada_BC_40860_2020_EPI_ISL_415583	27
_BetaCoV_Wuhan_HBCDC_HB_03_2019_EPI_ISL_412899	27
_BetaCoV_Wuhan_HBCDC_HB_02_2020_EPI_ISL_412978	27
BetaCov_Wuhan_WH04_2020_EPI_ISL_406801	27
BetaCov_Wuhan_WH03_2020_EPI_ISL_406800	27
BetaCoV_Zhejiang_WZ_02_2020_EPI_ISL_404228	27
BetaCoV_Zhejiang_Hangzhou_1_2020_EPI_ISL_406970	27
BetaCoV_Yunnan_IVDC_YN_003_2020_EPI_ISL_408480	27
BetaCoV_Wuhan_WIV06_2019_EPI_ISL_402129	27
BetaCoV_Wuhan_WIV04_2019_EPI_ISL_402124	27
BetaCoV_Wuhan_IVDC_HB_01_2019_EPI_ISL_402119	27
BetaCoV_Wuhan_IPBCAMS_WH_04_2019_EPI_ISL_403929	27
BetaCoV_Wuhan_Hu_1_2019_EPI_ISL_402125	27
BetaCoV_USA_WA1_F6_2020_EPI_ISL_407215	27
BetaCoV_USA_WA1_A12_2020_EPI_ISL_407214	27
BetaCoV_USA_WA1_2020_EPI_ISL_404895	27
BetaCoV_USA_IL1_2020_EPI_ISL_404253	27
BetaCoV_USA_CA7_2020_EPI_ISL_411954	27
BetaCoV_USA_CA6_2020_EPI_ISL_410044	27
BetaCoV_USA_AZ1_2020_EPI_ISL_406223	27
BetaCoV_Taiwan_NTU01_2020_EPI_ISL_408489	27
BetaCoV_Taiwan_CGMH_CGU_01_2020_EPI_ISL_411915	27
BetaCoV_Taiwan_4_2020_EPI_ISL_411927	27
BetaCoV_Singapore_4_2020_EPI_ISL_410535	27
BetaCoV_Shenzhen_SZTH_002_2020_EPI_ISL_406593	27
BetaCoV_Shenzhen_HKU_SZ_002_2020_EPI_ISL_406030	27
BetaCoV_Nonthaburi_74_2020_EPI_ISL_403963	27
BetaCoV_Nonthaburi_61_2020_EPI_ISL_403962	27
BetaCoV_Korea_KCDC12_2020_EPI_ISL_412872	27
BetaCoV_Korea_KCDC06_2020_EPI_ISL_412870	27
BetaCoV_Korea_KCDC03_2020_EPI_ISL_407193	27
BetaCoV_Jiangsu_JS03_2020_EPI_ISL_411953	27
BetaCoV_Japan_TY_WK_501_2020_EPI_ISL_408666	27
BetaCoV_Japan_OS_20_07_1_2020_EPI_ISL_410532	27
BetaCoV_Japan_NA_20_05_1_2020_EPI_ISL_410531	27
BetaCoV_Hefei_2_2020_EPI_ISL_412026	27
BetaCoV_Hangzhou_HZCDC0001_2020_EPI_ISL_407313	27
BetaCoV_Guangdong_20SF201_2020_EPI_ISL_406538	27
BetaCoV_Guangdong_20SF025_2020_EPI_ISL_403935	27
BetaCoV_Guangdong_20SF013_2020_EPI_ISL_403933	27
BetaCoV_Guangdong_20SF012_2020_EPI_ISL_403932	27
BetaCoV_Fujian_8_2020_EPI_ISL_411060	27
BetaCoV_Finland_1_2020_EPI_ISL_407079	27
BetaCoV_England_01_2020_EPI_ISL_407071	27
BetaCoV_Chongqing_ZX01_2020_EPI_ISL_408479	27
BetaCoV_China_WHU02_2020_EPI_ISL_406717	27
BetaCoV_China_WHU01_2020_EPI_ISL_406716	27
BetaCoV_Belgium_GHB_03021_2020_EPI_ISL_407976	27
BetaCoV_Beijing_235_2020_EPI_ISL_413521	27
BetaCoV_Beijing_231_2020_EPI_ISL_413519	27
BetaCoV_Beijing_105_2020_EPI_ISL_413518	27
BetaCoV_Australia_QLD04_2020_EPI_ISL_410718	27
BetaCoV_Australia_QLD01_2020_EPI_ISL_407894	27
BetaCoV_Australia_NSW01_2020_EPI_ISL_407893	27
BetaCoV_Cambodia_0012_2020_EPI_ISL_411902	27
BetaCoV_Canada_ON_VIDO_01_2020_EPI_ISL_413015	27
BetaCoV_Canada_ON_PHL2445_2020_EPI_ISL_413014	27
BetaCoV_China_IQTC01_2020_EPI_ISL_412966	27
BetaCoV_Chongqing_YC01_2020_EPI_ISL_408478	27
BetaCoV_Jiangsu_JS01_2020_EPI_ISL_411950	27
BetaCoV_Switzerland_1000477102_2020_EPI_ISL_413019	27
hCoV_19_Brazil_SPBR_10_2020_EPI_ISL_416032	27
hCoV_19_Australia_VIC10_2020_EPI_ISL_416516	27
hCoV_19_Australia_VIC09_2020_EPI_ISL_416515	27
BetaCov_Brazil_SPBR_02_2020_EPI_ISL_413016	27
hCoV_19_China_Shanghai_SH0075_EPI_ISL_416378	27
hCoV_19_USA_WA_S110_2020_EPI_ISL_417163	27
hCoV_19_USA_WA_UW102_2020_EPI_ISL_416640	27
hCoV_19_USA_WA_UW112_2020_EPI_ISL_416650	27
hCoV_19_USA_WA_UW113_2020_EPI_ISL_416651	27
hCoV_19_USA_WA_UW146_2020_EPI_ISL_416684	27
hCoV_19_USA_WA_UW175_2020_EPI_ISL_416713	27
hCoV_19_USA_WA_UW42_2020_EPI_ISL_415607	27
hCoV_19_USA_WA_UW64_2020_EPI_ISL_415592	27
